"Noisette Cacao","3017620429484","3560070472888",
"Speculos","5410126006957","3700774300487",
"Beurre de Cacahuète","3760091721747","8710795630918",
"Confiture de Fraise","3045320001525","3245390163868",
"Confiture d'Abricot","3608580750031","3245390034830",
"Confiture d'Orange","3045320001648","3245390060709",
"Coulis de Fraise","2001111060035","3228170819506",
"Miel","3088545004001","3088540202860",
"Sirop d'érable","3088542500278","0815126002179", 
